geo_level,province,district,sex,age_group,population,attending,ever_attended_stopped,never_attended,not_stated,attendance_rate,never_attended_rate,attendance_rate_male,never_attended_rate_male,attendance_rate_female,never_attended_rate_female,attendance_rate_gap_pts,never_attended_rate_gap_pts
district,Lumbini,Bardiya,Male,21 Year,2055,125,1855,73,2,6.08,3.55,6.08,3.55,5.85,4.43,0.23,-0.88
district,Lumbini,Bardiya,Female,22 Year,3379,133,3010,234,2,3.94,6.93,3.86,4.78,3.94,6.93,-0.08,-2.15
district,Lumbini,Bardiya,Male,22 Year,2615,101,2387,125,2,3.86,4.78,3.86,4.78,3.94,6.93,-0.08,-2.15
district,Lumbini,Bardiya,Female,23 Year,3038,91,2757,187,3,3.0,6.16,2.91,4.71,3.0,6.16,-0.09,-1.45
district,Lumbini,Bardiya,Male,23 Year,2166,63,1998,102,3,2.91,4.71,2.91,4.71,3.0,6.16,-0.09,-1.45
district,Lumbini,Bardiya,Female,24 Year,3387,96,3054,231,6,2.83,6.82,2.0,4.41,2.83,6.82,-0.83,-2.41
district,Lumbini,Bardiya,Male,24 Year,2401,48,2244,106,3,2.0,4.41,2.0,4.41,2.83,6.82,-0.83,-2.41
district,Lumbini,Bardiya,Female,25 Year,4289,105,3658,523,3,2.45,12.19,2.07,7.65,2.45,12.19,-0.38,-4.54
district,Lumbini,Bardiya,Male,25 Year,2902,60,2614,222,6,2.07,7.65,2.07,7.65,2.45,12.19,-0.38,-4.54
district,Lumbini,Bardiya,Female,5 Year,3926,3570,28,304,24,90.93,7.74,91.23,7.47,90.93,7.74,0.3,-0.27
district,Lumbini,Bardiya,Male,5 Year,4138,3775,34,309,20,91.23,7.47,91.23,7.47,90.93,7.74,0.3,-0.27
district,Lumbini,Bardiya,Female,6 Year,3868,3689,34,135,10,95.37,3.49,95.47,3.55,95.37,3.49,0.1,0.06
district,Lumbini,Bardiya,Male,6 Year,4194,4004,29,149,12,95.47,3.55,95.47,3.55,95.37,3.49,0.1,0.06
district,Lumbini,Bardiya,Female,7 Year,3802,3698,28,70,6,97.26,1.84,96.98,1.88,97.26,1.84,-0.28,0.04
district,Lumbini,Bardiya,Male,7 Year,4139,4014,45,78,2,96.98,1.88,96.98,1.88,97.26,1.84,-0.28,0.04
district,Lumbini,Bardiya,Female,8 Year,4002,3873,50,78,1,96.78,1.95,97.26,1.71,96.78,1.95,0.48,-0.24
district,Lumbini,Bardiya,Male,8 Year,4339,4220,44,74,1,97.26,1.71,97.26,1.71,96.78,1.95,0.48,-0.24
district,Lumbini,Bardiya,Female,9 Year,3690,3577,60,49,4,96.94,1.33,97.33,0.89,96.94,1.33,0.39,-0.44
district,Lumbini,Bardiya,Male,9 Year,3935,3830,67,35,3,97.33,0.89,97.33,0.89,96.94,1.33,0.39,-0.44
district,Lumbini,Bardiya,Female,All Ages,76399,49382,24029,2903,85,64.64,3.8,70.13,2.8,64.64,3.8,5.49,-1.0
district,Lumbini,Bardiya,Male,All Ages,73162,51305,19734,2050,73,70.13,2.8,70.13,2.8,64.64,3.8,5.49,-1.0
district,Lumbini,Dang,Female,10 Year,6417,5802,569,44,2,90.42,0.69,89.35,0.79,90.42,0.69,-1.07,0.1
district,Lumbini,Dang,Male,10 Year,7051,6300,692,56,3,89.35,0.79,89.35,0.79,90.42,0.69,-1.07,0.1
district,Lumbini,Dang,Female,11 Year,5686,5383,273,29,1,94.67,0.51,94.02,0.62,94.67,0.51,-0.65,0.11
district,Lumbini,Dang,Male,11 Year,6124,5758,325,38,3,94.02,0.62,94.02,0.62,94.67,0.51,-0.65,0.11
district,Lumbini,Dang,Female,12 Year,6806,6550,212,42,2,96.24,0.62,95.17,0.85,96.24,0.62,-1.07,0.23
district,Lumbini,Dang,Male,12 Year,7428,7069,289,63,7,95.17,0.85,95.17,0.85,96.24,0.62,-1.07,0.23
district,Lumbini,Dang,Female,13 Year,6704,6461,206,36,1,96.38,0.54,95.66,0.6,96.38,0.54,-0.72,0.06
district,Lumbini,Dang,Male,13 Year,6704,6413,251,40,0,95.66,0.6,95.66,0.6,96.38,0.54,-0.72,0.06
district,Lumbini,Dang,Female,14 Year,7172,6855,277,34,6,95.58,0.47,93.79,0.72,95.58,0.47,-1.79,0.25
district,Lumbini,Dang,Male,14 Year,7359,6902,397,53,7,93.79,0.72,93.79,0.72,95.58,0.47,-1.79,0.25
district,Lumbini,Dang,Female,15 Year,6843,6285,515,39,4,91.85,0.57,89.06,0.91,91.85,0.57,-2.79,0.34
district,Lumbini,Dang,Male,15 Year,6809,6064,674,62,9,89.06,0.91,89.06,0.91,91.85,0.57,-2.79,0.34
district,Lumbini,Dang,Female,16 Year,5771,4912,791,61,7,85.12,1.06,82.96,0.93,85.12,1.06,-2.16,-0.13
district,Lumbini,Dang,Male,16 Year,5932,4921,948,55,8,82.96,0.93,82.96,0.93,85.12,1.06,-2.16,-0.13
district,Lumbini,Dang,Female,17 Year,3807,2712,1052,38,5,71.24,1.0,70.46,1.49,71.24,1.0,-0.78,0.49
district,Lumbini,Dang,Male,17 Year,4039,2846,1127,60,6,70.46,1.49,70.46,1.49,71.24,1.0,-0.78,0.49
district,Lumbini,Dang,Female,18 Year,3930,1841,1983,102,4,46.84,2.6,49.37,2.02,46.84,2.6,2.53,-0.58
district,Lumbini,Dang,Male,18 Year,4209,2078,2038,85,8,49.37,2.02,49.37,2.02,46.84,2.6,2.53,-0.58
district,Lumbini,Dang,Female,19 Year,2865,907,1871,84,3,31.66,2.93,33.72,2.27,31.66,2.93,2.06,-0.66
district,Lumbini,Dang,Male,19 Year,2648,893,1692,60,3,33.72,2.27,33.72,2.27,31.66,2.93,2.06,-0.66
district,Lumbini,Dang,Female,20 Year,4056,435,3481,139,1,10.72,3.43,14.33,3.12,10.72,3.43,3.61,-0.31
district,Lumbini,Dang,Male,20 Year,3210,460,2647,100,3,14.33,3.12,14.33,3.12,10.72,3.43,3.61,-0.31
district,Lumbini,Dang,Female,21 Year,3340,253,2944,136,7,7.57,4.07,7.53,3.08,7.57,4.07,-0.04,-0.99
district,Lumbini,Dang,Male,21 Year,2761,208,2466,85,2,7.53,3.08,7.53,3.08,7.57,4.07,-0.04,-0.99
district,Lumbini,Dang,Female,22 Year,4246,211,3835,200,0,4.97,4.71,5.7,3.41,4.97,4.71,0.73,-1.3
district,Lumbini,Dang,Male,22 Year,3402,194,3087,116,5,5.7,3.41,5.7,3.41,4.97,4.71,0.73,-1.3
district,Lumbini,Dang,Female,23 Year,4124,175,3761,178,10,4.24,4.32,3.87,3.28,4.24,4.32,-0.37,-1.04
district,Lumbini,Dang,Male,23 Year,2895,112,2688,95,0,3.87,3.28,3.87,3.28,4.24,4.32,-0.37,-1.04
district,Lumbini,Dang,Female,24 Year,4453,128,4117,203,5,2.87,4.56,4.0,3.13,2.87,4.56,1.13,-1.43
district,Lumbini,Dang,Male,24 Year,2973,119,2758,93,3,4.0,3.13,4.0,3.13,2.87,4.56,1.13,-1.43
district,Lumbini,Dang,Female,25 Year,5257,131,4752,370,4,2.49,7.04,2.78,3.85,2.49,7.04,0.29,-3.19
district,Lumbini,Dang,Male,25 Year,3711,103,3463,143,2,2.78,3.85,2.78,3.85,2.49,7.04,0.29,-3.19
district,Lumbini,Dang,Female,5 Year,5671,5307,40,273,51,93.58,4.81,94.4,4.44,93.58,4.81,0.82,-0.37
district,Lumbini,Dang,Male,5 Year,6212,5864,24,276,48,94.4,4.44,94.4,4.44,93.58,4.81,0.82,-0.37
district,Lumbini,Dang,Female,6 Year,5993,5807,46,127,13,96.9,2.12,96.88,2.06,96.9,2.12,-0.02,-0.06
district,Lumbini,Dang,Male,6 Year,6447,6246,48,133,20,96.88,2.06,96.88,2.06,96.9,2.12,-0.02,-0.06
district,Lumbini,Dang,Female,7 Year,5941,5809,59,66,7,97.78,1.11,98.23,0.92,97.78,1.11,0.45,-0.19
district,Lumbini,Dang,Male,7 Year,6320,6208,49,58,5,98.23,0.92,98.23,0.92,97.78,1.11,0.45,-0.19
district,Lumbini,Dang,Female,8 Year,6217,6086,74,46,11,97.89,0.74,98.08,0.97,97.89,0.74,0.19,0.23
district,Lumbini,Dang,Male,8 Year,6996,6862,64,68,2,98.08,0.97,98.08,0.97,97.89,0.74,0.19,0.23
district,Lumbini,Dang,Female,9 Year,5876,5755,90,29,2,97.94,0.49,97.87,0.76,97.94,0.49,-0.07,0.27
district,Lumbini,Dang,Male,9 Year,6442,6305,85,49,3,97.87,0.76,97.87,0.76,97.94,0.49,-0.07,0.27
district,Lumbini,Dang,Female,All Ages,111175,77805,30948,2276,146,69.98,2.05,74.7,1.63,69.98,2.05,4.72,-0.42
district,Lumbini,Dang,Male,All Ages,109672,81925,25812,1788,147,74.7,1.63,74.7,1.63,69.98,2.05,4.72,-0.42
district,Lumbini,Gulmi,Female,10 Year,2297,2061,221,13,2,89.73,0.57,89.37,0.7,89.73,0.57,-0.36,0.13
district,Lumbini,Gulmi,Male,10 Year,2577,2303,255,18,1,89.37,0.7,89.37,0.7,89.73,0.57,-0.36,0.13
district,Lumbini,Gulmi,Female,11 Year,2090,1982,85,23,0,94.83,1.1,93.62,0.8,94.83,1.1,-1.21,-0.3
district,Lumbini,Gulmi,Male,11 Year,2241,2098,124,18,1,93.62,0.8,93.62,0.8,94.83,1.1,-1.21,-0.3
district,Lumbini,Gulmi,Female,12 Year,2400,2315,66,18,1,96.46,0.75,94.3,1.21,96.46,0.75,-2.16,0.46
district,Lumbini,Gulmi,Male,12 Year,2560,2414,115,31,0,94.3,1.21,94.3,1.21,96.46,0.75,-2.16,0.46
district,Lumbini,Gulmi,Female,13 Year,2401,2323,67,11,0,96.75,0.46,94.95,0.52,96.75,0.46,-1.8,0.06
district,Lumbini,Gulmi,Male,13 Year,2493,2367,111,13,2,94.95,0.52,94.95,0.52,96.75,0.46,-1.8,0.06
district,Lumbini,Gulmi,Female,14 Year,2675,2543,115,15,2,95.07,0.56,94.72,0.45,95.07,0.56,-0.35,-0.11
district,Lumbini,Gulmi,Male,14 Year,2654,2514,127,12,1,94.72,0.45,94.72,0.45,95.07,0.56,-0.35,-0.11
district,Lumbini,Gulmi,Female,15 Year,2534,2287,220,23,4,90.25,0.91,89.89,0.68,90.25,0.91,-0.36,-0.23
district,Lumbini,Gulmi,Male,15 Year,2493,2241,231,17,4,89.89,0.68,89.89,0.68,90.25,0.91,-0.36,-0.23
district,Lumbini,Gulmi,Female,16 Year,1828,1541,273,12,2,84.3,0.66,86.7,1.68,84.3,0.66,2.4,1.02
district,Lumbini,Gulmi,Male,16 Year,1902,1649,218,32,3,86.7,1.68,86.7,1.68,84.3,0.66,2.4,1.02
district,Lumbini,Gulmi,Female,17 Year,1259,846,387,24,2,67.2,1.91,74.9,2.0,67.2,1.91,7.7,0.09
district,Lumbini,Gulmi,Male,17 Year,1247,934,287,25,1,74.9,2.0,74.9,2.0,67.2,1.91,7.7,0.09
district,Lumbini,Gulmi,Female,18 Year,1176,526,622,27,1,44.73,2.3,52.27,1.88,44.73,2.3,7.54,-0.42
district,Lumbini,Gulmi,Male,18 Year,1012,529,463,19,1,52.27,1.88,52.27,1.88,44.73,2.3,7.54,-0.42
district,Lumbini,Gulmi,Female,19 Year,973,248,694,30,1,25.49,3.08,32.59,2.77,25.49,3.08,7.1,-0.31
district,Lumbini,Gulmi,Male,19 Year,758,247,490,21,0,32.59,2.77,32.59,2.77,25.49,3.08,7.1,-0.31
district,Lumbini,Gulmi,Female,20 Year,1059,97,920,42,0,9.16,3.97,11.4,4.62,9.16,3.97,2.24,0.65
district,Lumbini,Gulmi,Male,20 Year,693,79,582,32,0,11.4,4.62,11.4,4.62,9.16,3.97,2.24,0.65
district,Lumbini,Gulmi,Female,21 Year,962,44,880,37,1,4.57,3.85,7.14,3.43,4.57,3.85,2.57,-0.42
district,Lumbini,Gulmi,Male,21 Year,700,50,625,24,1,7.14,3.43,7.14,3.43,4.57,3.85,2.57,-0.42
district,Lumbini,Gulmi,Female,22 Year,1174,29,1102,42,1,2.47,3.58,2.92,5.85,2.47,3.58,0.45,2.27
district,Lumbini,Gulmi,Male,22 Year,718,21,655,42,0,2.92,5.85,2.92,5.85,2.47,3.58,0.45,2.27
district,Lumbini,Gulmi,Female,23 Year,1230,29,1145,56,0,2.36,4.55,2.59,3.75,2.36,4.55,0.23,-0.8
district,Lumbini,Gulmi,Male,23 Year,694,18,650,26,0,2.59,3.75,2.59,3.75,2.36,4.55,0.23,-0.8
district,Lumbini,Gulmi,Female,24 Year,1345,18,1263,63,1,1.34,4.68,2.26,3.85,1.34,4.68,0.92,-0.83
district,Lumbini,Gulmi,Male,24 Year,753,17,707,29,0,2.26,3.85,2.26,3.85,1.34,4.68,0.92,-0.83
district,Lumbini,Gulmi,Female,25 Year,1504,26,1400,78,0,1.73,5.19,2.44,5.12,1.73,5.19,0.71,-0.07
district,Lumbini,Gulmi,Male,25 Year,821,20,758,42,1,2.44,5.12,2.44,5.12,1.73,5.19,0.71,-0.07
district,Lumbini,Gulmi,Female,5 Year,2175,2056,22,93,4,94.53,4.28,93.42,5.38,94.53,4.28,-1.11,1.1
district,Lumbini,Gulmi,Male,5 Year,2400,2242,16,129,13,93.42,5.38,93.42,5.38,94.53,4.28,-1.11,1.1
district,Lumbini,Gulmi,Female,6 Year,2088,2031,19,33,5,97.27,1.58,97.75,1.46,97.27,1.58,0.48,-0.12
district,Lumbini,Gulmi,Male,6 Year,2532,2475,16,37,4,97.75,1.46,97.75,1.46,97.27,1.58,0.48,-0.12
district,Lumbini,Gulmi,Female,7 Year,2262,2213,19,29,1,97.83,1.28,98.06,1.12,97.83,1.28,0.23,-0.16
district,Lumbini,Gulmi,Male,7 Year,2420,2373,17,27,3,98.06,1.12,98.06,1.12,97.83,1.28,0.23,-0.16
district,Lumbini,Gulmi,Female,8 Year,2248,2202,28,16,2,97.95,0.71,97.81,1.12,97.95,0.71,-0.14,0.41
district,Lumbini,Gulmi,Male,8 Year,2507,2452,27,28,0,97.81,1.12,97.81,1.12,97.95,0.71,-0.14,0.41
district,Lumbini,Gulmi,Female,9 Year,2227,2197,21,9,0,98.65,0.4,97.87,0.82,98.65,0.4,-0.78,0.42
district,Lumbini,Gulmi,Male,9 Year,2446,2394,32,20,0,97.87,0.82,97.87,0.82,98.65,0.4,-0.78,0.42
district,Lumbini,Gulmi,Female,All Ages,37907,27614,9569,694,30,72.85,1.83,80.38,1.75,72.85,1.83,7.53,-0.08
district,Lumbini,Gulmi,Male,All Ages,36621,29437,6506,642,36,80.38,1.75,80.38,1.75,72.85,1.83,7.53,-0.08
district,Lumbini,Kapilbastu,Female,10 Year,9077,7446,1245,383,3,82.03,4.22,81.73,3.69,82.03,4.22,-0.3,-0.53
district,Lumbini,Kapilbastu,Male,10 Year,9957,8138,1448,367,4,81.73,3.69,81.73,3.69,82.03,4.22,-0.3,-0.53
district,Lumbini,Kapilbastu,Female,11 Year,5303,4612,509,177,5,86.97,3.34,87.49,2.93,86.97,3.34,0.52,-0.41
district,Lumbini,Kapilbastu,Male,11 Year,5802,5076,555,170,1,87.49,2.93,87.49,2.93,86.97,3.34,0.52,-0.41
district,Lumbini,Kapilbastu,Female,12 Year,8719,7496,826,396,1,85.97,4.54,86.64,3.89,85.97,4.54,0.67,-0.65
district,Lumbini,Kapilbastu,Male,12 Year,9537,8263,900,371,3,86.64,3.89,86.64,3.89,85.97,4.54,0.67,-0.65
district,Lumbini,Kapilbastu,Female,13 Year,7226,6288,670,266,2,87.02,3.68,88.85,3.34,87.02,3.68,1.83,-0.34
district,Lumbini,Kapilbastu,Male,13 Year,6907,6137,537,231,2,88.85,3.34,88.85,3.34,87.02,3.68,1.83,-0.34
district,Lumbini,Kapilbastu,Female,14 Year,7763,6592,810,357,4,84.92,4.6,86.6,3.72,84.92,4.6,1.68,-0.88
district,Lumbini,Kapilbastu,Male,14 Year,7604,6585,735,283,1,86.6,3.72,86.6,3.72,84.92,4.6,1.68,-0.88
district,Lumbini,Kapilbastu,Female,15 Year,7827,5727,1589,504,7,73.17,6.44,76.55,4.86,73.17,6.44,3.38,-1.58
district,Lumbini,Kapilbastu,Male,15 Year,7855,6013,1454,382,6,76.55,4.86,76.55,4.86,73.17,6.44,3.38,-1.58
district,Lumbini,Kapilbastu,Female,16 Year,7510,4944,1975,584,7,65.83,7.78,71.38,6.32,65.83,7.78,5.55,-1.46
district,Lumbini,Kapilbastu,Male,16 Year,7218,5152,1605,456,5,71.38,6.32,71.38,6.32,65.83,7.78,5.55,-1.46
district,Lumbini,Kapilbastu,Female,17 Year,5052,2786,1826,432,8,55.15,8.55,62.11,6.88,55.15,8.55,6.96,-1.67
district,Lumbini,Kapilbastu,Male,17 Year,5146,3196,1590,354,6,62.11,6.88,62.11,6.88,55.15,8.55,6.96,-1.67
district,Lumbini,Kapilbastu,Female,18 Year,6790,2545,3362,877,6,37.48,12.92,45.48,9.56,37.48,12.92,8.0,-3.36
district,Lumbini,Kapilbastu,Male,18 Year,7091,3225,3185,678,3,45.48,9.56,45.48,9.56,37.48,12.92,8.0,-3.36
district,Lumbini,Kapilbastu,Female,19 Year,3583,892,2203,486,2,24.9,13.56,33.64,9.93,24.9,13.56,8.74,-3.63
district,Lumbini,Kapilbastu,Male,19 Year,3395,1142,1913,337,3,33.64,9.93,33.64,9.93,24.9,13.56,8.74,-3.63
district,Lumbini,Kapilbastu,Female,20 Year,6543,555,4561,1421,6,8.48,21.72,13.16,14.03,8.48,21.72,4.68,-7.69
district,Lumbini,Kapilbastu,Male,20 Year,5515,726,4011,774,4,13.16,14.03,13.16,14.03,8.48,21.72,4.68,-7.69
district,Lumbini,Kapilbastu,Female,21 Year,3232,188,2389,654,1,5.82,20.24,9.11,9.73,5.82,20.24,3.29,-10.51
district,Lumbini,Kapilbastu,Male,21 Year,2910,265,2360,283,2,9.11,9.73,9.11,9.73,5.82,20.24,3.29,-10.51
district,Lumbini,Kapilbastu,Female,22 Year,5261,200,3795,1264,2,3.8,24.03,5.15,14.34,3.8,24.03,1.35,-9.69
district,Lumbini,Kapilbastu,Male,22 Year,4736,244,3811,679,2,5.15,14.34,5.15,14.34,3.8,24.03,1.35,-9.69
district,Lumbini,Kapilbastu,Female,23 Year,4383,103,3141,1136,3,2.35,25.92,4.02,14.04,2.35,25.92,1.67,-11.88
district,Lumbini,Kapilbastu,Male,23 Year,3056,123,2503,429,1,4.02,14.04,4.02,14.04,2.35,25.92,1.67,-11.88
district,Lumbini,Kapilbastu,Female,24 Year,4628,103,3215,1308,2,2.23,28.26,2.68,14.9,2.23,28.26,0.45,-13.36
district,Lumbini,Kapilbastu,Male,24 Year,3355,90,2764,500,1,2.68,14.9,2.68,14.9,2.23,28.26,0.45,-13.36
district,Lumbini,Kapilbastu,Female,25 Year,6316,100,4134,2079,3,1.58,32.92,2.09,18.76,1.58,32.92,0.51,-14.16
district,Lumbini,Kapilbastu,Male,25 Year,5400,113,4270,1013,4,2.09,18.76,2.09,18.76,1.58,32.92,0.51,-14.16
district,Lumbini,Kapilbastu,Female,5 Year,7808,6363,66,1290,89,81.49,16.52,81.54,16.8,81.49,16.52,0.05,0.28
district,Lumbini,Kapilbastu,Male,5 Year,8510,6939,66,1430,75,81.54,16.8,81.54,16.8,81.49,16.52,0.05,0.28
district,Lumbini,Kapilbastu,Female,6 Year,7434,6633,60,714,27,89.23,9.6,89.11,9.66,89.23,9.6,-0.12,0.06
district,Lumbini,Kapilbastu,Male,6 Year,7951,7085,68,768,30,89.11,9.66,89.11,9.66,89.23,9.6,-0.12,0.06
district,Lumbini,Kapilbastu,Female,7 Year,7049,6551,69,421,8,92.94,5.97,92.39,6.12,92.94,5.97,-0.55,0.15
district,Lumbini,Kapilbastu,Male,7 Year,7137,6594,93,437,13,92.39,6.12,92.39,6.12,92.94,5.97,-0.55,0.15
district,Lumbini,Kapilbastu,Female,8 Year,8907,8320,113,463,11,93.41,5.2,93.07,5.14,93.41,5.2,-0.34,-0.06
district,Lumbini,Kapilbastu,Male,8 Year,9217,8578,150,474,15,93.07,5.14,93.07,5.14,93.41,5.2,-0.34,-0.06
district,Lumbini,Kapilbastu,Female,9 Year,5832,5475,118,237,2,93.88,4.06,94.28,3.83,93.88,4.06,0.4,-0.23
district,Lumbini,Kapilbastu,Male,9 Year,6211,5856,114,238,3,94.28,3.83,94.28,3.83,93.88,4.06,0.4,-0.23
district,Lumbini,Kapilbastu,Female,All Ages,136243,83919,36676,15449,199,61.6,11.34,66.57,7.92,61.6,11.34,4.97,-3.42
district,Lumbini,Kapilbastu,Male,All Ages,134510,89540,34132,10654,184,66.57,7.92,66.57,7.92,61.6,11.34,4.97,-3.42
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,10 Year,3775,3267,460,47,1,86.54,1.25,85.58,1.22,86.54,1.25,-0.96,-0.03
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,10 Year,4190,3586,550,51,3,85.58,1.22,85.58,1.22,86.54,1.25,-0.96,-0.03
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,11 Year,2746,2525,196,25,0,91.95,0.91,91.48,0.82,91.95,0.91,-0.47,-0.09
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,11 Year,3063,2802,235,25,1,91.48,0.82,91.48,0.82,91.95,0.91,-0.47,-0.09
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,12 Year,3674,3448,192,34,0,93.85,0.93,92.21,1.45,93.85,0.93,-1.64,0.52
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,12 Year,4058,3742,255,59,2,92.21,1.45,92.21,1.45,93.85,0.93,-1.64,0.52
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,13 Year,3419,3233,155,30,1,94.56,0.88,93.59,0.87,94.56,0.88,-0.97,-0.01
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,13 Year,3324,3111,181,29,3,93.59,0.87,93.59,0.87,94.56,0.88,-0.97,-0.01
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,14 Year,3576,3341,197,37,1,93.43,1.03,92.47,1.49,93.43,1.03,-0.96,0.46
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,14 Year,3626,3353,219,54,0,92.47,1.49,92.47,1.49,93.43,1.03,-0.96,0.46
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,15 Year,3536,3091,388,51,6,87.42,1.44,87.61,0.97,87.42,1.44,0.19,-0.47
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,15 Year,3704,3245,419,36,4,87.61,0.97,87.61,0.97,87.42,1.44,0.19,-0.47
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,16 Year,3254,2694,491,66,3,82.79,2.03,81.76,1.47,82.79,2.03,-1.03,-0.56
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,16 Year,3460,2829,574,51,6,81.76,1.47,81.76,1.47,82.79,2.03,-1.03,-0.56
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,17 Year,2270,1568,638,61,3,69.07,2.69,73.61,2.05,69.07,2.69,4.54,-0.64
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,17 Year,2482,1827,603,51,1,73.61,2.05,73.61,2.05,69.07,2.69,4.54,-0.64
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,18 Year,2559,1245,1164,147,3,48.65,5.74,51.37,4.29,48.65,5.74,2.72,-1.45
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,18 Year,2916,1498,1290,125,3,51.37,4.29,51.37,4.29,48.65,5.74,2.72,-1.45
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,19 Year,1477,422,969,85,1,28.57,5.75,35.76,3.23,28.57,5.75,7.19,-2.52
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,19 Year,1577,564,960,51,2,35.76,3.23,35.76,3.23,28.57,5.75,7.19,-2.52
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,20 Year,2485,219,1992,270,4,8.81,10.87,12.86,6.55,8.81,10.87,4.05,-4.32
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,20 Year,2169,279,1747,142,1,12.86,6.55,12.86,6.55,8.81,10.87,4.05,-4.32
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,21 Year,1542,81,1328,132,1,5.25,8.56,5.5,4.73,5.25,8.56,0.25,-3.83
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,21 Year,1437,79,1287,68,3,5.5,4.73,5.5,4.73,5.25,8.56,0.25,-3.83
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,22 Year,2227,81,1914,232,0,3.64,10.42,3.94,5.27,3.64,10.42,0.3,-5.15
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,22 Year,1956,77,1775,103,1,3.94,5.27,3.94,5.27,3.64,10.42,0.3,-5.15
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,23 Year,2115,49,1801,260,5,2.32,12.29,3.21,5.91,2.32,12.29,0.89,-6.38
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,23 Year,1591,51,1445,94,1,3.21,5.91,3.21,5.91,2.32,12.29,0.89,-6.38
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,24 Year,2102,46,1807,248,1,2.19,11.8,1.74,6.72,2.19,11.8,-0.45,-5.08
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,24 Year,1666,29,1524,112,1,1.74,6.72,1.74,6.72,2.19,11.8,-0.45,-5.08
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,25 Year,2937,65,2355,514,3,2.21,17.5,1.62,8.44,2.21,17.5,-0.59,-9.06
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,25 Year,2288,37,2056,193,2,1.62,8.44,1.62,8.44,2.21,17.5,-0.59,-9.06
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,5 Year,3379,3083,37,234,25,91.24,6.93,90.05,8.17,91.24,6.93,-1.19,1.24
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,5 Year,3929,3538,36,321,34,90.05,8.17,90.05,8.17,91.24,6.93,-1.19,1.24
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,6 Year,3337,3166,38,126,7,94.88,3.78,95.3,3.33,94.88,3.78,0.42,-0.45
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,6 Year,3721,3546,38,124,13,95.3,3.33,95.3,3.33,94.88,3.78,0.42,-0.45
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,7 Year,3355,3255,25,73,2,97.02,2.18,96.62,1.91,97.02,2.18,-0.4,-0.27
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,7 Year,3462,3345,43,66,8,96.62,1.91,96.62,1.91,97.02,2.18,-0.4,-0.27
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,8 Year,3556,3445,45,64,2,96.88,1.8,97.1,1.67,96.88,1.8,0.22,-0.13
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,8 Year,4073,3955,49,68,1,97.1,1.67,97.1,1.67,96.88,1.8,0.22,-0.13
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,9 Year,3012,2929,43,35,5,97.24,1.16,97.51,1.07,97.24,1.16,0.27,-0.09
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,9 Year,3257,3176,44,35,2,97.51,1.07,97.51,1.07,97.24,1.16,0.27,-0.09
district,Lumbini,Nawalparasi (Bardaghat Susta West),Female,All Ages,60333,41253,16235,2771,74,68.38,4.59,72.11,3.0,68.38,4.59,3.73,-1.59
district,Lumbini,Nawalparasi (Bardaghat Susta West),Male,All Ages,61949,44669,15330,1858,92,72.11,3.0,72.11,3.0,68.38,4.59,3.73,-1.59
