geo_level,province,district,sex,age_group,population,attending,ever_attended_stopped,never_attended,not_stated,attendance_rate,never_attended_rate,attendance_rate_male,never_attended_rate_male,attendance_rate_female,never_attended_rate_female,attendance_rate_gap_pts,never_attended_rate_gap_pts
district,Gandaki,Parbat,Male,11 Year,1127,1080,37,7,3,95.83,0.62,95.83,0.62,96.45,0.69,-0.62,-0.07
district,Gandaki,Parbat,Female,12 Year,1193,1162,27,3,1,97.4,0.25,96.69,0.32,97.4,0.25,-0.71,0.07
district,Gandaki,Parbat,Male,12 Year,1240,1199,35,4,2,96.69,0.32,96.69,0.32,97.4,0.25,-0.71,0.07
district,Gandaki,Parbat,Female,13 Year,1171,1134,28,9,0,96.84,0.77,96.75,0.62,96.84,0.77,-0.09,-0.15
district,Gandaki,Parbat,Male,13 Year,1292,1250,33,8,1,96.75,0.62,96.75,0.62,96.84,0.77,-0.09,-0.15
district,Gandaki,Parbat,Female,14 Year,1216,1184,25,5,2,97.37,0.41,95.93,0.56,97.37,0.41,-1.44,0.15
district,Gandaki,Parbat,Male,14 Year,1253,1202,40,7,4,95.93,0.56,95.93,0.56,97.37,0.41,-1.44,0.15
district,Gandaki,Parbat,Female,15 Year,998,940,51,6,1,94.19,0.6,92.96,0.89,94.19,0.6,-1.23,0.29
district,Gandaki,Parbat,Male,15 Year,1122,1043,67,10,2,92.96,0.89,92.96,0.89,94.19,0.6,-1.23,0.29
district,Gandaki,Parbat,Female,16 Year,624,558,56,10,0,89.42,1.6,87.93,0.52,89.42,1.6,-1.49,-1.08
district,Gandaki,Parbat,Male,16 Year,762,670,86,4,2,87.93,0.52,87.93,0.52,89.42,1.6,-1.49,-1.08
district,Gandaki,Parbat,Female,17 Year,383,276,102,5,0,72.06,1.31,72.47,2.15,72.06,1.31,0.41,0.84
district,Gandaki,Parbat,Male,17 Year,465,337,117,10,1,72.47,2.15,72.47,2.15,72.06,1.31,0.41,0.84
district,Gandaki,Parbat,Female,18 Year,379,168,194,16,1,44.33,4.22,47.9,3.97,44.33,4.22,3.57,-0.25
district,Gandaki,Parbat,Male,18 Year,428,205,206,17,0,47.9,3.97,47.9,3.97,44.33,4.22,3.57,-0.25
district,Gandaki,Parbat,Female,19 Year,301,99,185,17,0,32.89,5.65,36.72,1.97,32.89,5.65,3.83,-3.68
district,Gandaki,Parbat,Male,19 Year,305,112,185,6,2,36.72,1.97,36.72,1.97,32.89,5.65,3.83,-3.68
district,Gandaki,Parbat,Female,20 Year,370,61,297,12,0,16.49,3.24,17.44,2.62,16.49,3.24,0.95,-0.62
district,Gandaki,Parbat,Male,20 Year,344,60,274,9,1,17.44,2.62,17.44,2.62,16.49,3.24,0.95,-0.62
district,Gandaki,Parbat,Female,21 Year,350,39,286,23,2,11.14,6.57,13.74,4.39,11.14,6.57,2.6,-2.18
district,Gandaki,Parbat,Male,21 Year,342,47,280,15,0,13.74,4.39,13.74,4.39,11.14,6.57,2.6,-2.18
district,Gandaki,Parbat,Female,22 Year,411,36,339,34,2,8.76,8.27,11.08,4.32,8.76,8.27,2.32,-3.95
district,Gandaki,Parbat,Male,22 Year,370,41,313,16,0,11.08,4.32,11.08,4.32,8.76,8.27,2.32,-3.95
district,Gandaki,Parbat,Female,23 Year,469,29,414,23,3,6.18,4.9,12.58,5.97,6.18,4.9,6.4,1.07
district,Gandaki,Parbat,Male,23 Year,318,40,258,19,1,12.58,5.97,12.58,5.97,6.18,4.9,6.4,1.07
district,Gandaki,Parbat,Female,24 Year,451,25,399,24,3,5.54,5.32,7.6,5.56,5.54,5.32,2.06,0.24
district,Gandaki,Parbat,Male,24 Year,342,26,297,19,0,7.6,5.56,7.6,5.56,5.54,5.32,2.06,0.24
district,Gandaki,Parbat,Female,25 Year,577,37,478,57,5,6.41,9.88,6.96,6.44,6.41,9.88,0.55,-3.44
district,Gandaki,Parbat,Male,25 Year,388,27,333,25,3,6.96,6.44,6.96,6.44,6.41,9.88,0.55,-3.44
district,Gandaki,Parbat,Female,5 Year,1024,939,12,50,23,91.7,4.88,89.96,6.5,91.7,4.88,-1.74,1.62
district,Gandaki,Parbat,Male,5 Year,1185,1066,7,77,35,89.96,6.5,89.96,6.5,91.7,4.88,-1.74,1.62
district,Gandaki,Parbat,Female,6 Year,1058,1011,14,28,5,95.56,2.65,96.59,2.24,95.56,2.65,1.03,-0.41
district,Gandaki,Parbat,Male,6 Year,1203,1162,7,27,7,96.59,2.24,96.59,2.24,95.56,2.65,1.03,-0.41
district,Gandaki,Parbat,Female,7 Year,984,956,8,16,4,97.15,1.63,97.16,1.34,97.15,1.63,0.01,-0.29
district,Gandaki,Parbat,Male,7 Year,1197,1163,13,16,5,97.16,1.34,97.16,1.34,97.15,1.63,0.01,-0.29
district,Gandaki,Parbat,Female,8 Year,1136,1108,16,6,6,97.54,0.53,97.9,0.92,97.54,0.53,0.36,0.39
district,Gandaki,Parbat,Male,8 Year,1190,1165,13,11,1,97.9,0.92,97.9,0.92,97.54,0.53,0.36,0.39
district,Gandaki,Parbat,Female,9 Year,1023,1005,10,8,0,98.24,0.78,97.49,1.01,98.24,0.78,-0.75,0.23
district,Gandaki,Parbat,Male,9 Year,1194,1164,15,12,3,97.49,1.01,97.49,1.01,98.24,0.78,-0.75,0.23
district,Gandaki,Parbat,Female,All Ages,16225,12766,3035,364,60,78.68,2.24,82.07,1.91,78.68,2.24,3.39,-0.33
district,Gandaki,Parbat,Male,All Ages,17352,14241,2705,332,74,82.07,1.91,82.07,1.91,78.68,2.24,3.39,-0.33
district,Gandaki,Syangja,Female,10 Year,1940,1827,98,11,4,94.18,0.57,94.13,0.42,94.18,0.57,-0.05,-0.15
district,Gandaki,Syangja,Male,10 Year,2162,2035,112,9,6,94.13,0.42,94.13,0.42,94.18,0.57,-0.05,-0.15
district,Gandaki,Syangja,Female,11 Year,1945,1886,43,14,2,96.97,0.72,96.43,0.56,96.97,0.72,-0.54,-0.16
district,Gandaki,Syangja,Male,11 Year,1959,1889,57,11,2,96.43,0.56,96.43,0.56,96.97,0.72,-0.54,-0.16
district,Gandaki,Syangja,Female,12 Year,2004,1957,35,11,1,97.65,0.55,97.41,0.38,97.65,0.55,-0.24,-0.17
district,Gandaki,Syangja,Male,12 Year,2123,2068,45,8,2,97.41,0.38,97.41,0.38,97.65,0.55,-0.24,-0.17
district,Gandaki,Syangja,Female,13 Year,2141,2065,61,13,2,96.45,0.61,97.34,0.55,96.45,0.61,0.89,-0.06
district,Gandaki,Syangja,Male,13 Year,2177,2119,43,12,3,97.34,0.55,97.34,0.55,96.45,0.61,0.89,-0.06
district,Gandaki,Syangja,Female,14 Year,2180,2121,50,6,3,97.29,0.28,95.81,0.59,97.29,0.28,-1.48,0.31
district,Gandaki,Syangja,Male,14 Year,2364,2265,77,14,8,95.81,0.59,95.81,0.59,97.29,0.28,-1.48,0.31
district,Gandaki,Syangja,Female,15 Year,1911,1793,102,9,7,93.83,0.47,94.44,0.44,93.83,0.47,0.61,-0.03
district,Gandaki,Syangja,Male,15 Year,2049,1935,97,9,8,94.44,0.44,94.44,0.44,93.83,0.47,0.61,-0.03
district,Gandaki,Syangja,Female,16 Year,1137,1000,123,10,4,87.95,0.88,89.21,0.99,87.95,0.88,1.26,0.11
district,Gandaki,Syangja,Male,16 Year,1409,1257,133,14,5,89.21,0.99,89.21,0.99,87.95,0.88,1.26,0.11
district,Gandaki,Syangja,Female,17 Year,672,481,176,13,2,71.58,1.93,75.45,1.68,71.58,1.93,3.87,-0.25
district,Gandaki,Syangja,Male,17 Year,831,627,189,14,1,75.45,1.68,75.45,1.68,71.58,1.93,3.87,-0.25
district,Gandaki,Syangja,Female,18 Year,671,334,321,14,2,49.78,2.09,56.05,3.03,49.78,2.09,6.27,0.94
district,Gandaki,Syangja,Male,18 Year,760,426,307,23,4,56.05,3.03,56.05,3.03,49.78,2.09,6.27,0.94
district,Gandaki,Syangja,Female,19 Year,512,172,323,16,1,33.59,3.12,36.96,3.14,33.59,3.12,3.37,0.02
district,Gandaki,Syangja,Male,19 Year,606,224,361,19,2,36.96,3.14,36.96,3.14,33.59,3.12,3.37,0.02
district,Gandaki,Syangja,Female,20 Year,676,82,571,20,3,12.13,2.96,16.86,3.76,12.13,2.96,4.73,0.8
district,Gandaki,Syangja,Male,20 Year,611,103,482,23,3,16.86,3.76,16.86,3.76,12.13,2.96,4.73,0.8
district,Gandaki,Syangja,Female,21 Year,667,56,587,22,2,8.4,3.3,11.09,3.53,8.4,3.3,2.69,0.23
district,Gandaki,Syangja,Male,21 Year,595,66,505,21,3,11.09,3.53,11.09,3.53,8.4,3.3,2.69,0.23
district,Gandaki,Syangja,Female,22 Year,837,53,748,32,4,6.33,3.82,7.76,3.24,6.33,3.82,1.43,-0.58
district,Gandaki,Syangja,Male,22 Year,709,55,629,23,2,7.76,3.24,7.76,3.24,6.33,3.82,1.43,-0.58
district,Gandaki,Syangja,Female,23 Year,915,61,816,33,5,6.67,3.61,8.29,3.67,6.67,3.61,1.62,0.06
district,Gandaki,Syangja,Male,23 Year,627,52,550,23,2,8.29,3.67,8.29,3.67,6.67,3.61,1.62,0.06
district,Gandaki,Syangja,Female,24 Year,927,52,835,40,0,5.61,4.31,6.01,3.23,5.61,4.31,0.4,-1.08
district,Gandaki,Syangja,Male,24 Year,682,41,615,22,4,6.01,3.23,6.01,3.23,5.61,4.31,0.4,-1.08
district,Gandaki,Syangja,Female,25 Year,1153,56,1037,54,6,4.86,4.68,5.53,4.61,4.86,4.68,0.67,-0.07
district,Gandaki,Syangja,Male,25 Year,760,42,681,35,2,5.53,4.61,5.53,4.61,4.86,4.68,0.67,-0.07
district,Gandaki,Syangja,Female,5 Year,1807,1685,14,75,33,93.25,4.15,94.27,3.03,93.25,4.15,1.02,-1.12
district,Gandaki,Syangja,Male,5 Year,2077,1958,23,63,33,94.27,3.03,94.27,3.03,93.25,4.15,1.02,-1.12
district,Gandaki,Syangja,Female,6 Year,1888,1845,16,18,9,97.72,0.95,97.52,1.15,97.72,0.95,-0.2,0.2
district,Gandaki,Syangja,Male,6 Year,2095,2043,14,24,14,97.52,1.15,97.52,1.15,97.72,0.95,-0.2,0.2
district,Gandaki,Syangja,Female,7 Year,1798,1773,11,12,2,98.61,0.67,98.44,0.58,98.61,0.67,-0.17,-0.09
district,Gandaki,Syangja,Male,7 Year,2056,2024,14,12,6,98.44,0.58,98.44,0.58,98.61,0.67,-0.17,-0.09
district,Gandaki,Syangja,Female,8 Year,1804,1772,23,7,2,98.23,0.39,98.03,0.56,98.23,0.39,-0.2,0.17
district,Gandaki,Syangja,Male,8 Year,2127,2085,28,12,2,98.03,0.56,98.03,0.56,98.23,0.39,-0.2,0.17
district,Gandaki,Syangja,Female,9 Year,1864,1816,34,10,4,97.42,0.54,98.03,0.39,97.42,0.54,0.61,-0.15
district,Gandaki,Syangja,Male,9 Year,2077,2036,28,8,5,98.03,0.39,98.03,0.39,97.42,0.54,0.61,-0.15
district,Gandaki,Syangja,Female,All Ages,29449,22887,6024,440,98,77.72,1.49,82.16,1.29,77.72,1.49,4.44,-0.2
district,Gandaki,Syangja,Male,All Ages,30856,25350,4990,399,117,82.16,1.29,82.16,1.29,77.72,1.49,4.44,-0.2
district,Gandaki,Tanahu,Female,10 Year,2796,2595,177,18,6,92.81,0.64,92.51,0.87,92.81,0.64,-0.3,0.23
district,Gandaki,Tanahu,Male,10 Year,2885,2669,187,25,4,92.51,0.87,92.51,0.87,92.81,0.64,-0.3,0.23
district,Gandaki,Tanahu,Female,11 Year,2595,2509,74,11,1,96.69,0.42,94.9,0.46,96.69,0.42,-1.79,0.04
district,Gandaki,Tanahu,Male,11 Year,2803,2660,118,13,12,94.9,0.46,94.9,0.46,96.69,0.42,-1.79,0.04
district,Gandaki,Tanahu,Female,12 Year,2762,2663,80,14,5,96.42,0.51,96.23,0.58,96.42,0.51,-0.19,0.07
district,Gandaki,Tanahu,Male,12 Year,3106,2989,94,18,5,96.23,0.58,96.23,0.58,96.42,0.51,-0.19,0.07
district,Gandaki,Tanahu,Female,13 Year,2978,2904,60,9,5,97.52,0.3,95.6,0.61,97.52,0.3,-1.92,0.31
district,Gandaki,Tanahu,Male,13 Year,2953,2823,110,18,2,95.6,0.61,95.6,0.61,97.52,0.3,-1.92,0.31
district,Gandaki,Tanahu,Female,14 Year,2925,2821,92,9,3,96.44,0.31,94.53,0.68,96.44,0.31,-1.91,0.37
district,Gandaki,Tanahu,Male,14 Year,3069,2901,139,21,8,94.53,0.68,94.53,0.68,96.44,0.31,-1.91,0.37
district,Gandaki,Tanahu,Female,15 Year,2826,2568,223,19,16,90.87,0.67,90.05,0.69,90.87,0.67,-0.82,0.02
district,Gandaki,Tanahu,Male,15 Year,2915,2625,255,20,15,90.05,0.69,90.05,0.69,90.87,0.67,-0.82,0.02
district,Gandaki,Tanahu,Female,16 Year,1850,1534,286,22,8,82.92,1.19,85.07,1.01,82.92,1.19,2.15,-0.18
district,Gandaki,Tanahu,Male,16 Year,2183,1857,296,22,8,85.07,1.01,85.07,1.01,82.92,1.19,2.15,-0.18
district,Gandaki,Tanahu,Female,17 Year,1242,794,426,20,2,63.93,1.61,66.81,1.5,63.93,1.61,2.88,-0.11
district,Gandaki,Tanahu,Male,17 Year,1398,934,438,21,5,66.81,1.5,66.81,1.5,63.93,1.61,2.88,-0.11
district,Gandaki,Tanahu,Female,18 Year,1188,501,650,32,5,42.17,2.69,45.51,2.99,42.17,2.69,3.34,0.3
district,Gandaki,Tanahu,Male,18 Year,1404,639,718,42,5,45.51,2.99,45.51,2.99,42.17,2.69,3.34,0.3
district,Gandaki,Tanahu,Female,19 Year,960,242,690,26,2,25.21,2.71,30.46,3.15,25.21,2.71,5.25,0.44
district,Gandaki,Tanahu,Male,19 Year,985,300,652,31,2,30.46,3.15,30.46,3.15,25.21,2.71,5.25,0.44
district,Gandaki,Tanahu,Female,20 Year,1193,125,1015,50,3,10.48,4.19,13.51,3.7,10.48,4.19,3.03,-0.49
district,Gandaki,Tanahu,Male,20 Year,1081,146,890,40,5,13.51,3.7,13.51,3.7,10.48,4.19,3.03,-0.49
district,Gandaki,Tanahu,Female,21 Year,1077,94,942,36,5,8.73,3.34,9.02,3.93,8.73,3.34,0.29,0.59
district,Gandaki,Tanahu,Male,21 Year,1042,94,898,41,9,9.02,3.93,9.02,3.93,8.73,3.34,0.29,0.59
district,Gandaki,Tanahu,Female,22 Year,1313,68,1190,52,3,5.18,3.96,8.21,3.63,5.18,3.96,3.03,-0.33
district,Gandaki,Tanahu,Male,22 Year,1047,86,919,38,4,8.21,3.63,8.21,3.63,5.18,3.96,3.03,-0.33
district,Gandaki,Tanahu,Female,23 Year,1330,76,1195,58,1,5.71,4.36,3.63,3.83,5.71,4.36,-2.08,-0.53
district,Gandaki,Tanahu,Male,23 Year,1019,37,939,39,4,3.63,3.83,3.63,3.83,5.71,4.36,-2.08,-0.53
district,Gandaki,Tanahu,Female,24 Year,1566,75,1413,72,6,4.79,4.6,5.23,4.58,4.79,4.6,0.44,-0.02
district,Gandaki,Tanahu,Male,24 Year,1070,56,962,49,3,5.23,4.58,5.23,4.58,4.79,4.6,0.44,-0.02
district,Gandaki,Tanahu,Female,25 Year,1797,61,1633,91,12,3.39,5.06,5.42,4.02,3.39,5.06,2.03,-1.04
district,Gandaki,Tanahu,Male,25 Year,1218,66,1098,49,5,5.42,4.02,5.42,4.02,3.39,5.06,2.03,-1.04
district,Gandaki,Tanahu,Female,5 Year,2388,2199,30,87,72,92.09,3.64,92.49,3.6,92.09,3.64,0.4,-0.04
district,Gandaki,Tanahu,Male,5 Year,2638,2440,29,95,74,92.49,3.6,92.49,3.6,92.09,3.64,0.4,-0.04
district,Gandaki,Tanahu,Female,6 Year,2508,2418,37,31,22,96.41,1.24,96.39,1.79,96.41,1.24,-0.02,0.55
district,Gandaki,Tanahu,Male,6 Year,2799,2698,29,50,22,96.39,1.79,96.39,1.79,96.41,1.24,-0.02,0.55
district,Gandaki,Tanahu,Female,7 Year,2404,2346,30,17,11,97.59,0.71,97.36,0.58,97.59,0.71,-0.23,-0.13
district,Gandaki,Tanahu,Male,7 Year,2770,2697,43,16,14,97.36,0.58,97.36,0.58,97.59,0.71,-0.23,-0.13
district,Gandaki,Tanahu,Female,8 Year,2573,2516,34,13,10,97.78,0.51,97.5,0.92,97.78,0.51,-0.28,0.41
district,Gandaki,Tanahu,Male,8 Year,2922,2849,38,27,8,97.5,0.92,97.5,0.92,97.78,0.51,-0.28,0.41
district,Gandaki,Tanahu,Female,9 Year,2565,2517,40,5,3,98.13,0.19,97.53,0.39,98.13,0.19,-0.6,0.2
district,Gandaki,Tanahu,Male,9 Year,2838,2768,46,11,13,97.53,0.39,97.53,0.39,98.13,0.19,-0.6,0.2
district,Gandaki,Tanahu,Female,All Ages,42836,31626,10317,692,201,73.83,1.62,77.78,1.55,73.83,1.62,3.95,-0.07
district,Gandaki,Tanahu,Male,All Ages,44145,34334,8898,686,227,77.78,1.55,77.78,1.55,73.83,1.62,3.95,-0.07
district,Karnali,Dailekh,Female,10 Year,3126,2823,259,42,2,90.31,1.34,91.09,1.2,90.31,1.34,0.78,-0.14
district,Karnali,Dailekh,Male,10 Year,3343,3045,257,40,1,91.09,1.2,91.09,1.2,90.31,1.34,0.78,-0.14
district,Karnali,Dailekh,Female,11 Year,2682,2521,127,32,2,94.0,1.19,94.09,1.11,94.0,1.19,0.09,-0.08
district,Karnali,Dailekh,Male,11 Year,2623,2468,123,29,3,94.09,1.11,94.09,1.11,94.0,1.19,0.09,-0.08
district,Karnali,Dailekh,Female,12 Year,3428,3291,103,33,1,96.0,0.96,95.43,0.95,96.0,0.96,-0.57,-0.01
district,Karnali,Dailekh,Male,12 Year,3679,3511,133,35,0,95.43,0.95,95.43,0.95,96.0,0.96,-0.57,-0.01
district,Karnali,Dailekh,Female,13 Year,3255,3137,86,29,3,96.37,0.89,95.69,0.9,96.37,0.89,-0.68,0.01
district,Karnali,Dailekh,Male,13 Year,3106,2972,103,28,3,95.69,0.9,95.69,0.9,96.37,0.89,-0.68,0.01
district,Karnali,Dailekh,Female,14 Year,3511,3387,81,41,2,96.47,1.17,95.41,0.99,96.47,1.17,-1.06,-0.18
district,Karnali,Dailekh,Male,14 Year,3331,3178,113,33,7,95.41,0.99,95.41,0.99,96.47,1.17,-1.06,-0.18
district,Karnali,Dailekh,Female,15 Year,3144,2919,178,40,7,92.84,1.27,92.26,1.3,92.84,1.27,-0.58,0.03
district,Karnali,Dailekh,Male,15 Year,3011,2778,189,39,5,92.26,1.3,92.26,1.3,92.84,1.27,-0.58,0.03
district,Karnali,Dailekh,Female,16 Year,2634,2319,270,40,5,88.04,1.52,87.61,1.49,88.04,1.52,-0.43,-0.03
district,Karnali,Dailekh,Male,16 Year,2542,2227,275,38,2,87.61,1.49,87.61,1.49,88.04,1.52,-0.43,-0.03
district,Karnali,Dailekh,Female,17 Year,1577,1178,368,28,3,74.7,1.78,77.48,1.53,74.7,1.78,2.78,-0.25
district,Karnali,Dailekh,Male,17 Year,1439,1115,297,22,5,77.48,1.53,77.48,1.53,74.7,1.78,2.78,-0.25
district,Karnali,Dailekh,Female,18 Year,2009,1132,781,94,2,56.35,4.68,61.78,3.4,56.35,4.68,5.43,-1.28
district,Karnali,Dailekh,Male,18 Year,1881,1162,654,64,1,61.78,3.4,61.78,3.4,56.35,4.68,5.43,-1.28
district,Karnali,Dailekh,Female,19 Year,1240,430,737,70,3,34.68,5.65,47.02,3.21,34.68,5.65,12.34,-2.44
district,Karnali,Dailekh,Male,19 Year,1123,528,557,36,2,47.02,3.21,47.02,3.21,34.68,5.65,12.34,-2.44
district,Karnali,Dailekh,Female,20 Year,1905,301,1482,119,3,15.8,6.25,20.5,4.18,15.8,6.25,4.7,-2.07
district,Karnali,Dailekh,Male,20 Year,1434,294,1079,60,1,20.5,4.18,20.5,4.18,15.8,6.25,4.7,-2.07
district,Karnali,Dailekh,Female,21 Year,1427,157,1163,106,1,11.0,7.43,15.5,4.95,11.0,7.43,4.5,-2.48
district,Karnali,Dailekh,Male,21 Year,1090,169,866,54,1,15.5,4.95,15.5,4.95,11.0,7.43,4.5,-2.48
district,Karnali,Dailekh,Female,22 Year,1802,153,1511,137,1,8.49,7.6,10.04,4.98,8.49,7.6,1.55,-2.62
district,Karnali,Dailekh,Male,22 Year,1365,137,1158,68,2,10.04,4.98,10.04,4.98,8.49,7.6,1.55,-2.62
district,Karnali,Dailekh,Female,23 Year,1631,111,1378,139,3,6.81,8.52,8.46,6.2,6.81,8.52,1.65,-2.32
district,Karnali,Dailekh,Male,23 Year,1194,101,1018,74,1,8.46,6.2,8.46,6.2,6.81,8.52,1.65,-2.32
district,Karnali,Dailekh,Female,24 Year,1494,72,1277,142,3,4.82,9.5,6.39,6.15,4.82,9.5,1.57,-3.35
district,Karnali,Dailekh,Male,24 Year,1236,79,1079,76,2,6.39,6.15,6.39,6.15,4.82,9.5,1.57,-3.35
district,Karnali,Dailekh,Female,25 Year,1701,79,1374,248,0,4.64,14.58,4.47,7.59,4.64,14.58,-0.17,-6.99
district,Karnali,Dailekh,Male,25 Year,1252,56,1101,95,0,4.47,7.59,4.47,7.59,4.64,14.58,-0.17,-6.99
district,Karnali,Dailekh,Female,5 Year,2716,2342,17,319,38,86.23,11.75,86.13,11.48,86.23,11.75,-0.1,-0.27
district,Karnali,Dailekh,Male,5 Year,2892,2491,20,332,49,86.13,11.48,86.13,11.48,86.23,11.75,-0.1,-0.27
district,Karnali,Dailekh,Female,6 Year,2661,2442,19,187,13,91.77,7.03,92.74,6.22,91.77,7.03,0.97,-0.81
district,Karnali,Dailekh,Male,6 Year,2781,2579,21,173,8,92.74,6.22,92.74,6.22,91.77,7.03,0.97,-0.81
district,Karnali,Dailekh,Female,7 Year,2631,2529,16,78,8,96.12,2.96,96.15,2.78,96.12,2.96,0.03,-0.18
district,Karnali,Dailekh,Male,7 Year,2623,2522,20,73,8,96.15,2.78,96.15,2.78,96.12,2.96,0.03,-0.18
district,Karnali,Dailekh,Female,8 Year,2935,2839,22,70,4,96.73,2.39,96.31,2.43,96.73,2.39,-0.42,0.04
district,Karnali,Dailekh,Male,8 Year,3009,2898,32,73,6,96.31,2.43,96.31,2.43,96.73,2.39,-0.42,0.04
district,Karnali,Dailekh,Female,9 Year,2750,2687,26,37,0,97.71,1.35,97.39,1.31,97.71,1.35,-0.32,-0.04
district,Karnali,Dailekh,Male,9 Year,2754,2682,35,36,1,97.39,1.31,97.39,1.31,97.71,1.35,-0.32,-0.04
district,Karnali,Dailekh,Female,All Ages,50259,36849,11275,2031,104,73.32,4.04,77.54,3.1,73.32,4.04,4.22,-0.94
district,Karnali,Dailekh,Male,All Ages,47708,36992,9130,1478,108,77.54,3.1,77.54,3.1,73.32,4.04,4.22,-0.94
district,Karnali,Dolpa,Female,10 Year,512,430,55,27,0,83.98,5.27,86.36,2.84,83.98,5.27,2.38,-2.43
district,Karnali,Dolpa,Male,10 Year,528,456,57,15,0,86.36,2.84,86.36,2.84,83.98,5.27,2.38,-2.43
district,Karnali,Dolpa,Female,11 Year,411,363,28,20,0,88.32,4.87,88.38,3.54,88.32,4.87,0.06,-1.33
district,Karnali,Dolpa,Male,11 Year,396,350,32,14,0,88.38,3.54,88.38,3.54,88.32,4.87,0.06,-1.33
district,Karnali,Dolpa,Female,12 Year,579,505,44,30,0,87.22,5.18,88.85,3.96,87.22,5.18,1.63,-1.22
district,Karnali,Dolpa,Male,12 Year,556,494,39,22,1,88.85,3.96,88.85,3.96,87.22,5.18,1.63,-1.22
district,Karnali,Dolpa,Female,13 Year,566,509,25,32,0,89.93,5.65,88.12,5.85,89.93,5.65,-1.81,0.2
district,Karnali,Dolpa,Male,13 Year,547,482,33,32,0,88.12,5.85,88.12,5.85,89.93,5.65,-1.81,0.2
district,Karnali,Dolpa,Female,14 Year,547,487,30,30,0,89.03,5.48,93.24,3.48,89.03,5.48,4.21,-2.0
district,Karnali,Dolpa,Male,14 Year,488,455,16,17,0,93.24,3.48,93.24,3.48,89.03,5.48,4.21,-2.0
district,Karnali,Dolpa,Female,15 Year,502,403,56,43,0,80.28,8.57,86.14,3.62,80.28,8.57,5.86,-4.95
district,Karnali,Dolpa,Male,15 Year,469,404,46,17,2,86.14,3.62,86.14,3.62,80.28,8.57,5.86,-4.95
district,Karnali,Dolpa,Female,16 Year,487,385,61,40,1,79.06,8.21,81.89,7.57,79.06,8.21,2.83,-0.64
district,Karnali,Dolpa,Male,16 Year,370,303,39,28,0,81.89,7.57,81.89,7.57,79.06,8.21,2.83,-0.64
district,Karnali,Dolpa,Female,17 Year,249,163,55,31,0,65.46,12.45,74.8,8.8,65.46,12.45,9.34,-3.65
district,Karnali,Dolpa,Male,17 Year,250,187,41,22,0,74.8,8.8,74.8,8.8,65.46,12.45,9.34,-3.65
district,Karnali,Dolpa,Female,18 Year,393,231,96,66,0,58.78,16.79,66.41,10.43,58.78,16.79,7.63,-6.36
district,Karnali,Dolpa,Male,18 Year,393,261,91,41,0,66.41,10.43,66.41,10.43,58.78,16.79,7.63,-6.36
district,Karnali,Dolpa,Female,19 Year,217,104,64,49,0,47.93,22.58,56.54,16.36,47.93,22.58,8.61,-6.22
district,Karnali,Dolpa,Male,19 Year,214,121,57,35,1,56.54,16.36,56.54,16.36,47.93,22.58,8.61,-6.22
district,Karnali,Dolpa,Female,20 Year,323,61,163,98,1,18.89,30.34,25.21,19.83,18.89,30.34,6.32,-10.51
district,Karnali,Dolpa,Male,20 Year,242,61,132,48,1,25.21,19.83,25.21,19.83,18.89,30.34,6.32,-10.51
district,Karnali,Dolpa,Female,21 Year,203,27,109,67,0,13.3,33.0,18.02,26.16,13.3,33.0,4.72,-6.84
district,Karnali,Dolpa,Male,21 Year,172,31,94,45,2,18.02,26.16,18.02,26.16,13.3,33.0,4.72,-6.84
district,Karnali,Dolpa,Female,22 Year,284,19,159,106,0,6.69,37.32,12.9,20.74,6.69,37.32,6.21,-16.58
district,Karnali,Dolpa,Male,22 Year,217,28,144,45,0,12.9,20.74,12.9,20.74,6.69,37.32,6.21,-16.58
district,Karnali,Dolpa,Female,23 Year,241,21,121,98,1,8.71,40.66,11.11,18.69,8.71,40.66,2.4,-21.97
district,Karnali,Dolpa,Male,23 Year,198,22,139,37,0,11.11,18.69,11.11,18.69,8.71,40.66,2.4,-21.97
district,Karnali,Dolpa,Female,24 Year,233,12,125,96,0,5.15,41.2,5.98,21.74,5.15,41.2,0.83,-19.46
district,Karnali,Dolpa,Male,24 Year,184,11,133,40,0,5.98,21.74,5.98,21.74,5.15,41.2,0.83,-19.46
district,Karnali,Dolpa,Female,25 Year,360,29,170,160,1,8.06,44.44,8.24,26.16,8.06,44.44,0.18,-18.28
district,Karnali,Dolpa,Male,25 Year,279,23,183,73,0,8.24,26.16,8.24,26.16,8.06,44.44,0.18,-18.28
district,Karnali,Dolpa,Female,5 Year,431,331,7,89,4,76.8,20.65,76.06,20.97,76.8,20.65,-0.74,0.32
district,Karnali,Dolpa,Male,5 Year,472,359,6,99,8,76.06,20.97,76.06,20.97,76.8,20.65,-0.74,0.32
district,Karnali,Dolpa,Female,6 Year,486,409,4,71,2,84.16,14.61,83.47,15.7,84.16,14.61,-0.69,1.09
district,Karnali,Dolpa,Male,6 Year,484,404,3,76,1,83.47,15.7,83.47,15.7,84.16,14.61,-0.69,1.09
district,Karnali,Dolpa,Female,7 Year,448,406,3,36,3,90.62,8.04,90.72,6.26,90.62,8.04,0.1,-1.78
district,Karnali,Dolpa,Male,7 Year,431,391,11,27,2,90.72,6.26,90.72,6.26,90.62,8.04,0.1,-1.78
district,Karnali,Dolpa,Female,8 Year,566,520,10,35,1,91.87,6.18,93.07,4.74,91.87,6.18,1.2,-1.44
